Signal,emav,dasdv,fzc,vare,Movmnt
549,0.410995943,0.440774153,172,0.131497432,tip
550,0.481660466,0.606319015,242,0.217236201,tip
551,0.489959512,0.69132386,460,0.286265452,tip
552,0.441585635,0.542526232,174,0.207692124,tip
553,0.464195408,0.580099916,164,0.2037323,tip
554,0.459000339,0.566670679,298,0.199769596,tip
555,0.449048528,0.545228401,240,0.183337749,tip
556,0.438520836,0.520692894,172,0.166581989,tip
557,0.487974987,0.64731948,248,0.258616026,tip
558,0.414269652,0.459040782,228,0.141701072,tip
559,0.443904179,0.526305941,360,0.172580964,tip
560,0.450891689,0.539024627,208,0.183357327,tip
561,0.467388138,0.585256094,296,0.198778445,tip
562,0.554530212,0.814682226,637,0.359709966,tip
563,0.552327255,0.842310544,530,0.331309958,tip
564,0.524504938,0.718585368,510,0.298429464,tip
565,0.536877729,0.810692726,418,0.379040434,tip
566,0.533809746,0.750602052,402,0.313867143,tip
567,0.552833425,0.802326385,214,0.344926027,tip
568,0.555786975,0.817753656,390,0.375367947,tip
569,0.479923222,0.590189539,252,0.216020004,tip
570,0.532821505,0.778621078,414,0.333172068,tip
571,0.518354059,0.689322714,302,0.292578821,tip
572,0.528548466,0.763873309,588,0.331897274,tip
573,0.47848128,0.572188343,202,0.203566625,tip
574,0.479407519,0.629807216,154,0.233999659,tip
575,0.459274,0.651070847,378,0.253025115,tip
576,0.478701048,0.581518502,250,0.20988355,tip
577,0.477404414,0.584906288,318,0.216115209,tip
578,0.478290072,0.652792857,490,0.250076748,tip
579,0.450564081,0.521351327,365,0.176576983,tip
580,0.457933533,0.559125388,122,0.199474854,tip
581,0.470699513,0.581121368,358,0.206167879,tip
582,0.443806543,0.545487893,395,0.188723476,tip
583,0.454442699,0.538686172,132,0.18797311,tip
584,0.590252925,0.897440082,257,0.438255481,tip
585,0.539400071,0.830140934,420,0.404994227,tip
586,0.529098255,0.792223351,452,0.334363435,tip
587,0.478040388,0.596366233,340,0.21712465,tip
588,0.492320865,0.658424316,376,0.256548721,tip
589,0.513139613,0.730147469,206,0.304524838,tip
590,0.499252477,0.688422594,324,0.269032495,tip
591,0.509902489,0.700160585,666,0.271993201,tip
592,0.524273497,0.742775462,468,0.343556558,tip
593,0.571142217,0.856887411,338,0.389587032,tip
594,0.5632394,0.876066397,376,0.442760154,tip
595,0.535279708,0.779364901,112,0.332416369,tip
596,0.504897798,0.682332667,447,0.278689995,tip
597,0.510856297,0.734357427,486,0.30403686,tip
598,0.51493275,0.719718484,320,0.299952955,tip
599,0.520848802,0.828650656,568,0.385978836,tip
600,0.532065683,0.778234281,462,0.29164803,tip
601,0.925972597,2.084502991,843,2.247654376,Cyl
602,1.023005413,2.505627071,1106,3.279395532,Cyl
603,0.985203476,2.41012984,804,2.999503955,Cyl
604,0.958511288,2.361350192,1055,2.73709895,Cyl
605,0.868665476,1.890039658,815,1.876539811,Cyl
606,0.863171706,1.929264334,738,1.859550473,Cyl
607,0.912544427,2.064399731,892,2.126881075,Cyl
608,0.818623159,1.778758223,586,1.617323545,Cyl
609,0.925554446,2.183291923,730,2.420726766,Cyl
610,1.02637657,2.541891966,1160,3.128197447,Cyl
611,0.991455602,2.447287957,854,3.010172657,Cyl
612,0.984271051,2.281208375,745,2.559719102,Cyl
613,0.877322301,1.950931569,692,1.890556524,Cyl
614,0.854486259,1.986195676,790,1.92910661,Cyl
615,0.835690637,1.884786426,819,1.733364132,Cyl
616,0.95189275,2.231562555,887,2.486922447,Cyl
617,0.923519,2.164001126,883,2.278621663,Cyl
618,0.959949286,2.189086438,578,2.401359961,Cyl
619,0.919696718,2.201537679,742,2.301573217,Cyl
620,0.791691399,1.769166991,680,1.583389922,Cyl
621,0.851577709,1.879836085,848,1.910469864,Cyl
622,0.812569641,1.701199176,612,1.525102443,Cyl
623,0.837262314,1.750563474,772,1.575223392,Cyl
624,0.884453736,2.018822198,653,2.042879376,Cyl
625,0.814914141,1.649387418,881,1.460168289,Cyl
626,0.862735553,1.924319793,1073,1.863122918,Cyl
627,0.896151572,1.921698436,758,2.034000922,Cyl
628,0.845757932,1.950715483,752,1.897120592,Cyl
629,0.858771737,1.870189003,953,1.826349281,Cyl
630,0.965282271,2.218234782,869,2.556291643,Cyl
631,0.889845131,2.086121,896,2.065500712,Cyl
632,0.778798908,1.586953177,622,1.366952163,Cyl
633,0.833088229,1.833195774,960,1.688298374,Cyl
634,0.881058274,1.958554871,1002,1.934537912,Cyl
635,0.805574521,1.730468863,769,1.527676673,Cyl
636,0.835238792,1.775641798,803,1.703029907,Cyl
637,0.838922237,1.82886931,795,1.744449106,Cyl
638,0.81281965,1.795664258,684,1.668024467,Cyl
639,0.792333775,1.666013476,761,1.466491077,Cyl
640,0.770348261,1.616257378,648,1.336888988,Cyl
641,0.832057297,1.790633633,796,1.764287861,Cyl
642,0.805837039,1.722435992,524,1.575495618,Cyl
643,0.928379682,1.948477121,862,2.115244192,Cyl
644,0.908638205,1.885864959,720,2.073845269,Cyl
645,0.864986482,1.835198592,668,1.881921335,Cyl
646,0.804993673,1.733083583,693,1.611742589,Cyl
647,0.755715095,1.488267721,590,1.294351223,Cyl
648,0.772284294,1.510485434,861,1.284517377,Cyl
649,0.774051252,1.504331086,847,1.343465671,Cyl
650,0.757639782,1.548550972,742,1.412616752,Cyl
651,0.866156062,1.863434229,836,1.957817959,Cyl
652,0.967872836,2.108734683,985,2.425189868,Cyl
653,0.926537,2.125060019,756,2.358268868,Cyl
654,0.928456345,2.138271392,664,2.5340041,Cyl
655,0.87268382,1.870189062,821,1.98587464,Cyl
656,0.898989489,1.950922043,762,2.029865852,Cyl
657,0.868815651,1.873019997,1055,1.841057944,Cyl
658,0.758099015,1.5737987,636,1.393248813,Cyl
659,0.814026025,1.674537367,760,1.593348538,Cyl
660,0.843952602,1.708786919,621,1.618911786,Cyl
661,0.863490183,1.745027388,967,1.832491392,Cyl
662,0.770411962,1.493440728,642,1.308840128,Cyl
663,0.791533011,1.675976829,672,1.55866629,Cyl
664,0.802700401,1.640101086,1001,1.433794623,Cyl
665,0.883006687,1.871138115,714,1.95615649,Cyl
666,0.758225972,1.630242213,686,1.410755033,Cyl
667,0.77251967,1.652801406,398,1.581867792,Cyl
668,0.717056583,1.40865635,716,1.208286048,Cyl
669,0.778227416,1.52356979,710,1.451137847,Cyl
670,0.85816071,1.662333201,583,1.692212326,Cyl
671,0.792631561,1.571076247,544,1.381056217,Cyl
672,0.766411948,1.579886006,734,1.351942888,Cyl
673,0.830963792,1.715674788,627,1.685698125,Cyl
674,0.84470758,1.836690201,1048,1.985027454,Cyl
675,0.718633256,1.58280974,708,1.406873184,Cyl
676,0.7803866,1.603499786,540,1.655931898,Cyl
677,0.761519485,1.562480492,516,1.463514141,Cyl
678,0.771520689,1.6176733,678,1.539233994,Cyl
679,0.773533206,1.516361017,769,1.32974438,Cyl
680,0.802252091,1.81544237,735,1.730917515,Cyl
681,0.800238803,1.735146458,788,1.55096027,Cyl
682,0.812857912,1.727651559,757,1.584003893,Cyl
683,0.777959876,1.609553674,714,1.431602654,Cyl
684,0.822989705,1.890865711,766,1.856227029,Cyl
685,0.865499288,1.958338099,776,1.963253824,Cyl
686,0.827212061,1.753862461,1000,1.568156012,Cyl
687,0.811011117,1.748780037,998,1.48489431,Cyl
688,0.816654035,1.83803815,486,1.773449515,Cyl
689,0.793601965,1.683340421,786,1.477174294,Cyl
690,0.983646923,2.128669719,829,2.526179001,Cyl
691,0.876698514,1.966900685,1076,1.940368104,Cyl
692,0.93469746,2.158719704,784,2.425249783,Cyl
693,0.980731978,2.274488975,914,2.547189562,Cyl
694,0.895028733,1.912714525,765,1.919115871,Cyl
695,0.822297356,1.706755118,664,1.586679326,Cyl
696,0.836505051,1.806065718,858,1.752187295,Cyl
697,0.834868094,1.808743313,806,1.722888097,Cyl
698,0.87070032,1.943854686,828,1.964047204,Cyl
699,0.858811517,1.822920411,858,1.759442792,Cyl
700,0.814050783,1.892184401,875,1.78606696,Cyl
701,0.451359075,0.610642218,298,0.289762078,hook
702,0.417724804,0.427329258,332,0.168080527,hook
703,0.402510986,0.429407943,162,0.159568188,hook
704,0.468199942,0.649455126,210,0.378565178,hook
705,0.434325455,0.504108227,284,0.256642162,hook
706,0.432311714,0.519217511,218,0.216172048,hook
707,0.425362632,0.471798331,346,0.195334623,hook
708,0.508236211,0.690652189,388,0.406687375,hook
709,0.448294779,0.617341761,222,0.30935361,hook
710,0.374957365,0.365834077,176,0.130346268,hook
711,0.365559836,0.359548015,150,0.124881988,hook
712,0.424563789,0.60015427,234,0.315302965,hook
713,0.465646673,0.843112233,406,0.477078879,hook
714,0.391561122,0.432963364,150,0.178495865,hook
715,0.402385117,0.442216834,222,0.171656473,hook
716,0.38388492,0.354037887,231,0.115890588,hook
717,0.41768332,0.517478826,204,0.200606495,hook
718,0.439988987,0.639841407,220,0.303388584,hook
719,0.411358386,0.444552469,264,0.173185248,hook
720,0.440066627,0.583577776,296,0.259685247,hook
721,0.414011546,0.623666346,292,0.278197579,hook
722,0.492655634,0.61606004,346,0.304887626,hook
723,0.375988012,0.467843904,192,0.175917118,hook
724,0.427288153,0.550025777,220,0.234782036,hook
725,0.432737456,0.60931549,264,0.253227637,hook
726,0.503932887,0.736449768,496,0.408015644,hook
727,0.48202499,0.575112361,376,0.269090566,hook
728,0.468919159,0.595680585,354,0.291603155,hook
729,0.473239684,0.654505163,371,0.328937737,hook
730,0.450649132,0.564324977,318,0.237450355,hook
731,0.404777949,0.451533569,212,0.214979613,hook
732,0.488054083,0.717927434,416,0.392096981,hook
733,0.428838702,0.44143616,320,0.172464359,hook
734,0.489605332,0.651555875,387,0.310785554,hook
735,0.440464134,0.705624185,244,0.397046316,hook
736,0.474283421,0.639468268,484,0.316193407,hook
737,0.429653544,0.487330188,290,0.207064879,hook
738,0.473044236,0.611818401,170,0.302152791,hook
739,0.709551367,1.3945797,538,1.450018621,hook
740,0.537336102,0.797210531,364,0.556983994,hook
741,0.462693396,0.559410955,334,0.248121724,hook
742,0.471184221,0.645436117,410,0.275537959,hook
743,0.471504925,0.719590864,368,0.370507206,hook
744,0.484578918,0.598033573,372,0.290056383,hook
745,0.494372121,0.760899936,391,0.425788684,hook
746,0.403364695,0.464358245,188,0.169969991,hook
747,0.4523948,0.613614743,320,0.296364745,hook
748,0.444312743,0.651306229,262,0.33186912,hook
749,0.512408401,0.65116767,374,0.308812524,hook
750,0.58662069,0.883533473,520,0.582894505,hook
751,0.601768068,0.944513822,512,0.640801038,hook
752,0.540269883,0.757860954,508,0.41166122,hook
753,0.573283086,0.92669952,558,0.591765092,hook
754,0.481866431,0.678673874,374,0.340638701,hook
755,0.613617414,1.016142316,508,0.799563524,hook
756,0.551387541,0.817353432,474,0.442366607,hook
757,0.705440353,1.418869903,704,1.198665509,hook
758,0.67462022,1.286258701,669,1.165291959,hook
759,0.644771584,1.24689863,636,0.998169929,hook
760,0.60619161,1.129960662,534,0.986952838,hook
761,0.518303885,0.896015062,346,0.672475494,hook
762,0.364195181,0.351187688,150,0.124058974,hook
763,0.454343974,0.58717168,320,0.231463675,hook
764,0.554367365,0.866086946,440,0.48400427,hook
765,0.412886977,0.526851785,248,0.227608719,hook
766,0.453209962,0.565980134,278,0.243020222,hook
767,0.512512307,0.871818228,500,0.51283477,hook
768,0.521738414,0.776696706,394,0.451381881,hook
769,0.524281552,0.799489813,482,0.452273999,hook
770,0.512707271,0.788937583,446,0.407359937,hook
771,0.540497039,0.916370385,330,0.554281469,hook
772,0.487060776,0.723282309,284,0.480096665,hook
773,0.551076183,0.893757315,451,0.733618393,hook
774,0.447254823,0.574849741,290,0.258435751,hook
775,0.473508978,0.838632781,336,0.551764205,hook
776,0.508478153,0.732336435,296,0.468188649,hook
777,0.471519623,0.666050546,359,0.330418629,hook
778,0.533847661,0.942265628,378,0.921312498,hook
779,0.492999458,0.719343069,410,0.411117233,hook
780,0.496282315,0.82321074,378,0.455657498,hook
781,0.500671802,0.80564391,296,0.475772746,hook
782,0.484849689,0.735180613,380,0.38966723,hook
783,0.555391694,0.872050025,339,0.59286984,hook
784,0.549273882,1.011324091,448,0.85354456,hook
785,0.53015446,1.023517505,425,0.950999806,hook
786,0.515507318,0.839704279,438,0.635348435,hook
787,0.497349041,0.893106643,236,0.757734005,hook
788,0.475847322,0.793977198,358,0.564058197,hook
789,0.471407369,0.882131523,196,0.637488722,hook
790,0.484192335,0.806143219,414,0.513167013,hook
791,0.484201262,0.721840716,375,0.486256406,hook
792,0.493344878,0.675325566,384,0.375995805,hook
793,0.4887903,0.790864277,388,0.455474634,hook
794,0.512497293,0.895557626,328,0.579934707,hook
795,0.464657031,0.652227209,322,0.303414119,hook
796,0.448946997,0.556952846,330,0.271563177,hook
797,0.526950427,0.976160499,394,0.776474245,hook
798,0.459087859,0.745911925,274,0.468267677,hook
799,0.512915051,0.862824063,388,0.671235109,hook
800,0.492541587,0.636885579,393,0.314235914,hook
801,0.444005658,0.500961416,153,0.168447821,lat
802,0.409300905,0.477374808,184,0.153996194,lat
803,0.460220595,0.541060839,502,0.190156248,lat
804,0.458586464,0.564899649,222,0.211560954,lat
805,0.445003352,0.50201613,294,0.172533142,lat
806,0.437056271,0.551985874,336,0.188918658,lat
807,0.455191309,0.563369224,532,0.202754248,lat
808,0.513223256,0.664397544,293,0.270026555,lat
809,0.471474977,0.581145224,310,0.217672442,lat
810,0.433644485,0.494211404,282,0.176698551,lat
811,0.384666712,0.379052515,66,0.107556922,lat
812,0.423205225,0.477651349,190,0.15130434,lat
813,0.419859236,0.508313923,217,0.167161965,lat
814,0.397465731,0.459458323,220,0.140871311,lat
815,0.432145325,0.515502867,206,0.175421853,lat
816,0.490358082,0.61905924,194,0.24059726,lat
817,0.475355213,0.629847532,232,0.244274121,lat
818,0.50698265,0.744348618,354,0.369614546,lat
819,0.48703531,0.656163726,338,0.259059327,lat
820,0.453320709,0.57400239,284,0.215218052,lat
821,0.479108016,0.64520062,356,0.24990744,lat
822,0.515523051,0.724896859,346,0.303948258,lat
823,0.504531343,0.726045848,404,0.30974671,lat
824,0.505248916,0.696647056,266,0.293053639,lat
825,0.479363729,0.66054714,330,0.259561272,lat
826,0.500031295,0.648973467,336,0.256178035,lat
827,0.465643999,0.609164787,386,0.225384288,lat
828,0.509336028,0.704765212,162,0.28056709,lat
829,0.429680505,0.537884212,466,0.178606397,lat
830,0.397724398,0.452683577,218,0.132037252,lat
831,0.443340149,0.537367753,290,0.188509694,lat
832,0.468196387,0.646104757,379,0.26250469,lat
833,0.450459177,0.568209927,374,0.215989709,lat
834,0.473627238,0.614471481,258,0.213957903,lat
835,0.468048511,0.613526713,278,0.229656627,lat
836,0.43442296,0.517314865,286,0.178574647,lat
837,0.450731229,0.552289976,272,0.204921934,lat
838,0.489772701,0.684099572,506,0.272746708,lat
839,0.404366711,0.432928054,112,0.12509601,lat
840,0.473391146,0.603608626,348,0.217515987,lat
841,0.48498956,0.63795368,370,0.240595195,lat
842,0.477046434,0.607043177,452,0.220761086,lat
843,0.446089799,0.549682791,394,0.193057229,lat
844,0.485732835,0.656724927,465,0.251410205,lat
845,0.498948039,0.717438791,388,0.297583609,lat
846,0.432364249,0.535068259,309,0.168459914,lat
847,0.455302087,0.551919628,326,0.195602032,lat
848,0.478942896,0.635217553,396,0.251999968,lat
849,0.510843842,0.720557495,604,0.298078947,lat
850,0.508957316,0.707775195,464,0.27242874,lat
851,0.508649199,0.729978738,458,0.293871615,lat
852,0.478696803,0.664166866,383,0.256139953,lat
853,0.495519218,0.665315249,298,0.279681056,lat
854,0.379627635,0.435935474,172,0.126411864,lat
855,0.408358946,0.454429707,218,0.143777202,lat
856,0.379079177,0.381646159,50,0.103004725,lat
857,0.395478331,0.42773479,138,0.130120781,lat
858,0.385585,0.391108123,164,0.114108097,lat
859,0.338085913,0.272787148,68,0.063822446,lat
860,0.425672195,0.504331025,336,0.169508509,lat
861,0.45019728,0.534678491,258,0.181008432,lat
862,0.47885743,0.69951285,418,0.329401163,lat
863,0.481914634,0.646765326,504,0.241272588,lat
864,0.475659994,0.648454947,330,0.266621735,lat
865,0.463468498,0.568118178,364,0.205211902,lat
866,0.386665663,0.395365931,138,0.113317567,lat
867,0.426237489,0.522488938,260,0.186673162,lat
868,0.390938954,0.404579974,156,0.111902808,lat
869,0.443804603,0.528627412,304,0.178665084,lat
870,0.434997891,0.545289133,312,0.187616542,lat
871,0.495802525,0.717687315,334,0.311836164,lat
872,0.450137861,0.548898766,318,0.187641116,lat
873,0.464258435,0.573249169,444,0.218489392,lat
874,0.466746501,0.57024775,476,0.214997858,lat
875,0.475548579,0.588531299,242,0.230918936,lat
876,0.488483409,0.639354057,562,0.259595724,lat
877,0.46249356,0.589778025,492,0.220078843,lat
878,0.450311278,0.539723707,244,0.186005211,lat
879,0.441664469,0.51419699,320,0.175590943,lat
880,0.53499605,0.756383987,392,0.343330203,lat
881,0.458167082,0.573560773,242,0.219695119,lat
882,0.398307479,0.440997863,302,0.136985922,lat
883,0.433172506,0.488683714,284,0.158484825,lat
884,0.45119861,0.542478552,448,0.191653336,lat
885,0.458344413,0.579081829,222,0.224269448,lat
886,0.47479151,0.596015111,376,0.226124778,lat
887,0.530846108,0.797808708,246,0.368818118,lat
888,0.439088546,0.537382279,426,0.188496891,lat
889,0.463864667,0.563625611,290,0.202365503,lat
890,0.45803107,0.580779448,222,0.207996494,lat
891,0.489549886,0.637722264,450,0.245993863,lat
892,0.472342612,0.591941443,428,0.220582772,lat
893,0.459422131,0.623163666,374,0.219695784,lat
894,0.455743796,0.568270633,328,0.201884253,lat
895,0.412655317,0.428349516,230,0.129590815,lat
896,0.454732538,0.599975098,336,0.237694291,lat
897,0.439960218,0.522363794,214,0.178473058,lat
898,0.504566602,0.688609166,424,0.297385054,lat
899,0.495628914,0.694070108,377,0.277493296,lat
900,0.448313085,0.526176597,436,0.181696405,lat
901,0.522677698,0.743968135,534,0.308838879,palm
902,0.474408468,0.661763395,284,0.255835277,palm
903,0.555840561,0.82423958,430,0.383710164,palm
904,0.488001832,0.634299524,284,0.248853983,palm
905,0.518200511,0.744062651,462,0.320283204,palm
906,0.495781545,0.701610891,438,0.291213022,palm
907,0.536810331,0.750644745,588,0.343415969,palm
908,0.513228672,0.705245763,334,0.29718828,palm
909,0.477412372,0.662606238,358,0.278702628,palm
910,0.562415802,0.811230602,516,0.41387074,palm
911,0.496664862,0.654361324,436,0.275788172,palm
912,0.501828373,0.692323603,442,0.285647747,palm
913,0.498300946,0.710466119,554,0.290158265,palm
914,0.527801766,0.798610447,441,0.354447976,palm
915,0.518342536,0.767591896,442,0.317236361,palm
916,0.519850715,0.780185742,478,0.334673739,palm
917,0.579885297,0.967403279,605,0.514138374,palm
918,0.593990383,1.011092086,548,0.569244773,palm
919,0.577306359,0.94603037,554,0.465185244,palm
920,0.587940441,0.962473049,584,0.503505728,palm
921,0.550074151,0.947522355,513,0.458723843,palm
922,0.555404015,0.859251865,632,0.452958314,palm
923,0.694265251,1.318630958,663,1.030383785,palm
924,0.606665723,0.926301072,576,0.524940648,palm
925,0.571320391,0.880567718,576,0.483383356,palm
926,0.502361907,0.744311612,376,0.36039665,palm
927,0.470159467,0.674934326,446,0.279952011,palm
928,0.487102989,0.732980749,356,0.395960045,palm
929,0.454961171,0.607976825,354,0.251773407,palm
930,0.538406796,0.802859339,518,0.422539037,palm
931,0.545773451,0.843447623,390,0.458777085,palm
932,0.557083746,0.803602248,464,0.413290262,palm
933,0.500148926,0.716864509,432,0.336646873,palm
934,0.508256714,0.747253716,472,0.34327988,palm
935,0.49024902,0.665258692,420,0.311284236,palm
936,0.521977292,0.754742769,444,0.374782977,palm
937,0.494245144,0.637565533,411,0.291382609,palm
938,0.521757383,0.666146342,380,0.319791324,palm
939,0.474007315,0.669133356,288,0.366641198,palm
940,0.503237633,0.68128692,460,0.316176244,palm
941,0.500767637,0.666088473,342,0.359519255,palm
942,0.443253814,0.506955737,376,0.210457463,palm
943,0.454188228,0.580225087,320,0.267564783,palm
944,0.526215161,0.758214461,332,0.47977653,palm
945,0.470466834,0.564778558,396,0.23619378,palm
946,0.473453275,0.598678648,280,0.305880208,palm
947,0.49022883,0.608572519,350,0.276130489,palm
948,0.436801637,0.529767491,304,0.222867922,palm
949,0.391642667,0.43617334,186,0.14690637,palm
950,0.450651475,0.59186209,331,0.276346015,palm
951,0.463403354,0.564242891,308,0.248436886,palm
952,0.4879795,0.610188309,374,0.267352956,palm
953,0.528006737,0.760280202,304,0.375283675,palm
954,0.536233018,0.781309928,466,0.40533186,palm
955,0.518377817,0.707110465,394,0.350372546,palm
956,0.546416863,0.813147395,546,0.496821345,palm
957,0.459378123,0.525555511,296,0.196460153,palm
958,0.455226443,0.613083431,238,0.280442977,palm
959,0.457280104,0.563870683,310,0.262551593,palm
960,0.542664286,0.759501718,382,0.400866166,palm
961,0.425484168,0.486851666,376,0.174884637,palm
962,0.436287666,0.562631191,294,0.24073391,palm
963,0.493884335,0.700906281,338,0.372277055,palm
964,0.464965663,0.64753374,456,0.283099932,palm
965,0.434168049,0.531811128,196,0.228530842,palm
966,0.42570159,0.523498052,404,0.195606013,palm
967,0.429938662,0.55316565,440,0.221451302,palm
968,0.403823904,0.471783137,188,0.181458699,palm
969,0.443884388,0.686092242,364,0.337563583,palm
970,0.45758266,0.623017001,348,0.28625459,palm
971,0.457735169,0.667672613,368,0.337111794,palm
972,0.403259974,0.478829194,344,0.169200451,palm
973,0.461355102,0.592335906,402,0.269085488,palm
974,0.449790132,0.627736385,338,0.285106073,palm
975,0.509387339,0.872552921,409,0.593445057,palm
976,0.450329069,0.62507139,224,0.298838043,palm
977,0.441275397,0.636436563,242,0.290097041,palm
978,0.446018889,0.583549094,278,0.303012219,palm
979,0.416057902,0.545249292,318,0.214427774,palm
980,0.426888702,0.531807952,284,0.213189051,palm
981,0.419841469,0.497731447,278,0.20205099,palm
982,0.432926217,0.572779634,230,0.273989032,palm
983,0.455328271,0.6511625,334,0.283363366,palm
984,0.419411256,0.495451014,188,0.19861671,palm
985,0.446192223,0.52708662,300,0.225899845,palm
986,0.500258241,0.601096709,290,0.291210324,palm
987,0.461132359,0.51463084,338,0.211966791,palm
988,0.534132826,0.771493912,472,0.493283838,palm
989,0.485049125,0.626898885,407,0.299186233,palm
990,0.515820254,0.675253002,452,0.327162345,palm
991,0.438228745,0.488363988,242,0.214345611,palm
992,0.342550532,0.321361445,70,0.100191162,palm
993,0.373280084,0.353275143,154,0.112140033,palm
994,0.421760731,0.472366658,338,0.158632027,palm
995,0.405238349,0.409641062,198,0.136219261,palm
996,0.385290115,0.363419907,130,0.118940775,palm
997,0.364033369,0.330950792,84,0.101335519,palm
998,0.376828784,0.382886987,166,0.119821993,palm
999,0.368583955,0.319334734,94,0.103366933,palm
1000,0.585357666,0.887229311,580,0.469839323,palm
1001,0.704935887,1.326396312,728,1.002754499,spher
1002,0.774252244,1.43482216,769,1.218856772,spher
1003,0.792431206,1.555001645,710,1.389879784,spher
1004,0.821944681,1.708590043,773,1.656937665,spher
1005,0.72112772,1.342222993,714,1.179280703,spher
1006,0.838967635,1.631583518,734,1.703086076,spher
1007,0.724374367,1.294981681,556,1.07130039,spher
1008,0.739096292,1.399718931,676,1.299547064,spher
1009,0.675897706,1.235728879,553,1.067494213,spher
1010,0.645234745,1.152161743,602,0.863234031,spher
1011,0.664403023,1.221851511,621,0.950918841,spher
1012,0.680110248,1.178918276,606,1.007636352,spher
1013,0.626515918,1.081084387,722,0.804115608,spher
1014,0.567968619,0.920938211,554,0.541325599,spher
1015,0.601297563,0.982330736,561,0.572904485,spher
1016,0.737860606,1.328219101,700,1.212088845,spher
1017,0.597540951,1.01052324,654,0.587515852,spher
1018,0.660846027,1.146518814,592,0.884055068,spher
1019,0.621585662,1.032902835,642,0.711464748,spher
1020,0.665323484,1.160662516,691,1.044340803,spher
1021,0.745848491,1.32602972,626,1.235320727,spher
1022,0.633442982,1.09386659,588,0.794655783,spher
1023,0.614945648,1.024963436,554,0.728653934,spher
1024,0.609323854,0.988130026,572,0.679043837,spher
1025,0.651000673,1.149118798,599,0.812067258,spher
1026,0.628071565,1.078276822,626,0.762937146,spher
1027,0.620378192,1.057524581,632,0.761926804,spher
1028,0.593296441,1.012361397,465,0.631010906,spher
1029,0.577963676,0.955554399,540,0.624624333,spher
1030,0.646817169,1.113024438,570,0.822423861,spher
1031,0.782840268,1.520964298,1010,1.690153425,spher
1032,0.804729839,1.658444682,402,1.664194238,spher
1033,0.642644638,1.165437166,634,0.840138644,spher
1034,0.654099556,1.174967371,713,0.877395286,spher
1035,0.722395,1.446990422,668,1.204340751,spher
1036,0.780053591,1.632954942,734,1.565317475,spher
1037,0.751985922,1.393567621,660,1.260406783,spher
1038,0.584157583,0.937505943,522,0.605459638,spher
1039,0.602397582,1.056685455,515,0.708684341,spher
1040,0.623827877,1.115881794,650,0.806587237,spher
1041,0.710042838,1.324610063,698,1.184590791,spher
1042,0.682928123,1.319756052,574,1.084607878,spher
1043,0.582690516,0.985960469,604,0.602756939,spher
1044,0.674320592,1.198057973,663,1.02569857,spher
1045,0.587605913,1.005745964,528,0.674307983,spher
1046,0.640087523,1.1318057,598,0.786820799,spher
1047,0.686720032,1.423051882,654,1.215714284,spher
1048,0.738471613,1.489107023,707,1.322945633,spher
1049,0.69560234,1.355660321,594,1.037915671,spher
1050,0.733240382,1.492656689,742,1.282281817,spher
1051,0.711842878,1.357564048,740,1.085428292,spher
1052,0.778126647,1.501706312,486,1.412872399,spher
1053,0.707138722,1.44431038,680,1.219650336,spher
1054,0.660543392,1.164312662,644,0.841735223,spher
1055,0.633208295,1.155114776,548,0.770054533,spher
1056,0.711740629,1.320302866,680,1.168582641,spher
1057,0.582601964,1.0227582,462,0.611559971,spher
1058,0.585885658,0.976196577,528,0.583190073,spher
1059,0.579476805,0.958463087,489,0.578383939,spher
1060,0.598875527,0.983675292,470,0.620295865,spher
1061,0.60387428,0.940036092,490,0.597881803,spher
1062,1.081243466,2.331315697,1084,3.288278393,spher
1063,0.890868746,1.881232224,886,1.97589386,spher
1064,0.820876021,1.776154106,871,1.826579863,spher
1065,0.925725566,1.863846155,769,2.120915176,spher
1066,0.802997517,1.583018736,783,1.493983593,spher
1067,0.784599944,1.623757752,937,1.522909773,spher
1068,0.684856768,1.284852302,636,0.957543786,spher
1069,0.685331012,1.394654572,662,1.172670685,spher
1070,0.679907017,1.297298571,636,0.91610622,spher
1071,0.752182389,1.467696828,964,1.299356666,spher
1072,0.727626817,1.454544787,729,1.161228358,spher
1073,0.629300485,1.19291536,642,0.799495685,spher
1074,0.613366545,1.043947501,434,0.687264087,spher
1075,0.647219706,1.141883498,594,0.809447226,spher
1076,0.616534334,1.037530777,470,0.790657265,spher
1077,0.619830844,1.01252442,690,0.666170856,spher
1078,0.568200583,0.917727246,534,0.523421569,spher
1079,0.608648139,1.009057694,472,0.696480077,spher
1080,0.561302914,0.896629088,528,0.497690383,spher
1081,0.568189358,0.927181758,506,0.566468798,spher
1082,0.568679289,0.874587179,522,0.560973744,spher
1083,0.58125662,0.988880813,838,0.651464287,spher
1084,0.585750261,0.951814639,504,0.665892134,spher
1085,0.553661466,0.852432832,542,0.541523842,spher
1086,0.624026209,1.039734104,696,0.762701073,spher
1087,0.569410097,0.947298464,388,0.571679393,spher
1088,0.596936703,0.96102078,582,0.616169794,spher
1089,0.554503146,0.820733966,638,0.438569485,spher
1090,0.545710498,0.847116536,441,0.493562425,spher
1091,0.603478267,1.044024573,580,0.731544785,spher
1092,0.707214445,1.232023917,548,1.032172212,spher
1093,0.7211395,1.356885,732,1.103924094,spher
1094,0.650565767,1.247478923,598,0.895228421,spher
